datetime,open,high,low,close,volume,openinterest
2018-09-06 18:00:00,287.74,288.06,287.1,287.88,89072,44349
2018-09-06 19:00:00,287.88,287.92,287.28,287.29,42667,20930
2018-09-06 20:00:00,287.28,287.94,287.0,287.64,45823,19222
2018-09-06 21:00:00,287.64,288.21,287.56,287.94,46602,21730
2018-09-06 22:00:00,287.94,288.65,287.94,288.19,116980,46147
2018-09-07 16:30:00,286.99,287.99,286.71,287.78,67477,29443
2018-09-07 17:00:00,287.77,288.47,287.64,288.34,59435,31630
2018-09-07 18:00:00,288.34,288.7,288.1,288.14,45599,24212
2018-09-07 19:00:00,288.14,288.22,286.92,287.58,121093,60650
2018-09-07 20:00:00,287.59,287.6,287.09,287.15,33825,18995
2018-09-07 21:00:00,287.15,287.95,287.14,287.91,42679,22439
2018-09-07 22:00:00,287.92,287.95,287.23,287.55,140752,57975
2018-09-10 16:30:00,288.76,289.04,288.48,288.62,46666,21624
2018-09-10 17:00:00,288.61,288.75,288.02,288.24,53270,29620
2018-09-10 18:00:00,288.24,288.69,288.04,288.43,44187,23620
2018-09-10 19:00:00,288.43,288.43,287.88,287.98,30648,17533
2018-09-10 20:00:00,287.97,288.28,287.9,288.27,21277,11103
2018-09-10 21:00:00,288.26,288.45,288.18,288.39,30006,15609
2018-09-10 22:00:00,288.39,288.52,287.98,288.1,97517,37863
2018-09-11 16:30:00,287.37,287.92,286.97,287.86,53611,23067
2018-09-11 17:00:00,287.86,288.38,287.77,288.05,59317,27525
2018-09-11 18:00:00,288.06,289.41,288.05,289.4,62782,27758
2018-09-11 19:00:00,289.39,289.55,289.17,289.47,45317,21917
2018-09-11 20:00:00,289.48,289.54,289.05,289.16,33714,16792
2018-09-11 21:00:00,289.16,289.49,289.0,289.29,27256,14353
2018-09-11 22:00:00,289.29,289.45,288.94,289.12,81244,32947
2018-09-12 16:30:00,289.06,289.37,288.79,288.9,41249,18305
2018-09-12 17:00:00,288.91,289.29,288.23,288.5,81105,37345
2018-09-12 18:00:00,288.5,289.8,288.4,288.6,106679,49453
2018-09-12 19:00:00,288.61,289.22,288.56,289.0,44918,23347
2018-09-12 20:00:00,289.01,289.3,288.7,288.82,29233,14837
2018-09-12 21:00:00,288.83,288.94,288.56,288.82,39320,19772
2018-09-12 22:00:00,288.82,289.52,288.81,289.17,120499,45732
2018-09-13 16:30:00,290.32,290.93,290.2,290.67,60880,23194
2018-09-13 17:00:00,290.68,291.04,289.99,290.24,91657,44489
2018-09-13 18:00:00,290.24,290.78,290.02,290.78,51864,25482
2018-09-13 19:00:00,290.78,290.98,290.62,290.73,34231,17998
2018-09-13 20:00:00,290.73,290.79,290.5,290.56,29628,14337
2018-09-13 21:00:00,290.56,290.89,290.38,290.88,33514,17318
2018-09-13 22:00:00,290.88,290.9,290.38,290.82,82536,34526
2018-09-14 16:30:00,291.06,291.23,290.79,290.98,32174,15732
2018-09-14 17:00:00,290.97,291.14,290.52,291.04,50427,25498
2018-09-14 18:00:00,291.04,291.27,290.92,291.17,39833,19285
2018-09-14 19:00:00,291.17,291.19,290.16,290.32,94061,43228
2018-09-14 20:00:00,290.31,290.65,290.0,290.63,36240,17973
2018-09-14 21:00:00,290.64,290.79,290.57,290.75,32809,15729
2018-09-14 22:00:00,290.75,291.12,290.68,290.9,84134,32642
2018-09-17 16:30:00,290.82,290.86,290.28,290.48,40343,18219
2018-09-17 17:00:00,290.48,290.52,289.73,289.83,69630,35207
2018-09-17 18:00:00,289.83,290.27,289.8,290.17,43413,20342
2018-09-17 19:00:00,290.17,290.38,289.9,290.16,33355,15844
2018-09-17 20:00:00,290.16,290.25,289.61,289.96,45508,21423
2018-09-17 21:00:00,289.96,290.12,289.55,289.71,42502,19548
2018-09-17 22:00:00,289.7,289.78,289.03,289.34,161068,60282
2018-09-18 16:30:00,289.57,290.57,289.55,290.28,51813,22990
2018-09-18 17:00:00,290.28,290.84,289.97,290.8,68428,30945
2018-09-18 18:00:00,290.8,291.24,290.65,291.19,50158,24079
2018-09-18 19:00:00,291.19,291.46,290.95,291.01,46770,21195
2018-09-18 20:00:00,291.02,291.26,290.88,291.23,25198,12372
2018-09-18 21:00:00,291.23,291.58,291.17,291.28,45265,21995
2018-09-18 22:00:00,291.28,291.44,290.85,290.9,98100,41481
2018-09-19 16:30:00,290.97,291.53,290.95,291.2,41421,18624
2018-09-19 17:00:00,291.2,291.48,290.82,291.09,78404,38274
2018-09-19 18:00:00,291.1,291.69,291.01,291.49,56687,27828
2018-09-19 19:00:00,291.49,291.56,291.06,291.39,32366,17267
2018-09-19 20:00:00,291.39,291.42,291.1,291.26,29970,15605
2018-09-19 21:00:00,291.25,291.38,291.11,291.12,26714,13873
2018-09-19 22:00:00,291.13,291.47,291.08,291.25,80294,32630
2018-09-20 16:30:00,292.64,293.01,292.51,292.71,70961,28413
2018-09-20 17:00:00,292.71,293.19,292.68,292.95,79432,39114
2018-09-20 18:00:00,292.96,293.47,292.94,293.47,74853,34964
2018-09-20 19:00:00,293.47,293.6,293.3,293.56,52756,23538
2018-09-20 20:00:00,293.54,293.72,293.35,293.47,37621,19597
2018-09-20 21:00:00,293.48,293.73,293.38,293.67,48824,23188
2018-09-20 22:00:00,293.68,293.94,293.46,293.55,174039,60090
2018-09-21 16:30:00,293.09,293.22,292.82,292.89,68784,26717
2018-09-21 17:00:00,292.89,293.06,292.45,292.55,65738,31150
2018-09-21 18:00:00,292.55,292.9,292.4,292.84,42284,21506
2018-09-21 19:00:00,292.84,292.97,292.46,292.61,41032,20367
2018-09-21 20:00:00,292.62,292.67,292.32,292.57,31933,16196
2018-09-21 21:00:00,292.57,292.58,292.15,292.19,53755,23689
2018-09-21 22:00:00,292.2,292.38,291.81,292.01,153836,57378
2018-09-24 16:30:00,291.34,291.5,290.91,291.31,49283,20935
2018-09-24 17:00:00,291.31,291.35,290.37,290.83,89328,43886
2018-09-24 18:00:00,290.83,291.19,290.51,290.81,41324,22490
2018-09-24 19:00:00,290.81,290.95,290.55,290.65,33071,18892
2018-09-24 20:00:00,290.65,291.07,290.55,291.0,31969,15409
2018-09-24 21:00:00,291.01,291.18,290.91,291.02,33672,14730
2018-09-24 22:00:00,291.01,291.27,290.97,291.07,97143,38485
2018-09-25 16:30:00,291.53,291.65,291.18,291.23,37097,17349
2018-09-25 17:00:00,291.22,291.37,290.81,290.82,42291,21352
2018-09-25 18:00:00,290.82,291.46,290.66,291.31,40172,19036
2018-09-25 19:00:00,291.31,291.47,291.06,291.14,19750,10722
2018-09-25 20:00:00,291.13,291.14,290.48,290.78,37835,18777
2018-09-25 21:00:00,290.78,290.95,290.59,290.8,39097,18120
2018-09-25 22:00:00,290.8,290.99,290.5,290.7,85094,33179
